,precipitation,potential_evapotranspiration,river_discharge
2023-09-11,3.5,1.86,0.286
2023-09-12,0.0,2.2,0.422
2023-09-13,0.03,1.93,0.183
2023-09-14,0.06,2.44,0.167
2023-09-15,3.39,2.82,0.158
2023-09-16,7.27,1.3,0.717
2023-09-17,4.76,1.42,0.325
2023-09-18,0.06,1.39,0.239
2023-09-19,0.0,1.42,0.19
2023-09-20,25.13,0.2,2.19
2023-09-21,2.83,0.53,0.817
2023-09-22,0.0,1.01,0.476
2023-09-23,0.04,1.98,0.313
2023-09-24,0.0,1.23,0.27
2023-09-25,0.0,1.28,0.204
2023-09-26,0.0,1.51,0.233
2023-09-27,0.0,1.25,0.236
2023-09-28,2.83,0.7,0.265
2023-09-29,0.0,1.09,0.234
2023-09-30,0.06,1.56,0.219
2023-10-01,0.0,1.5,0.206
2023-10-02,0.09,0.98,0.168
2023-10-03,0.04,0.5,0.181
2023-10-04,0.0,0.95,0.188
2023-10-05,0.0,0.93,0.186
2023-10-06,0.0,1.27,0.18
2023-10-07,0.0,1.09,0.168
2023-10-08,0.0,0.91,0.171
2023-10-09,0.0,1.2,0.244
2023-10-10,0.0,1.24,0.169
2023-10-11,9.14,0.24,0.505
2023-10-12,8.9,0.4,0.655
2023-10-13,7.3,0.27,1.61
2023-10-14,0.42,0.6,0.37
2023-10-15,0.0,0.87,0.321
2023-10-16,0.0,1.18,0.28
2023-10-17,8.56,0.83,0.612
2023-10-18,0.32,0.57,1.0
2023-10-19,15.87,0.12,2.6
2023-10-20,8.19,0.18,1.36
2023-10-21,5.17,0.34,1.76
2023-10-22,7.85,0.35,1.36
2023-10-23,2.44,0.4,2.22
2023-10-24,9.8,0.17,3.5
2023-10-25,3.93,0.03,1.83
2023-10-26,3.44,0.32,2.82
2023-10-27,1.51,0.73,1.56
2023-10-28,1.84,0.0,1.68
2023-10-29,9.62,0.11,2.24
2023-10-30,1.54,0.0,3.06
2023-10-31,5.62,0.3,3.77
2023-11-01,3.49,0.71,2.11
2023-11-02,0.35,0.5,1.69
2023-11-03,5.58,0.1,2.2
2023-11-04,2.14,0.24,1.73
2023-11-05,2.74,0.1,2.24
2023-11-06,0.09,0.16,1.39
2023-11-07,11.37,0.13,1.73
2023-11-08,5.77,0.3,4.68
2023-11-09,10.85,0.05,5.38
2023-11-10,0.0,0.13,4.65
2023-11-11,1.11,0.35,2.08
2023-11-12,8.91,0.05,4.32
2023-11-13,20.48,0.0,14.5
2023-11-14,0.0,0.06,7.72
2023-11-15,3.12,0.09,3.05
2023-11-16,2.27,0.18,2.66
2023-11-17,6.65,0.18,3.34
2023-11-18,4.38,0.03,3.52
2023-11-19,11.12,0.0,7.96
2023-11-20,0.48,0.03,5.65
2023-11-21,0.0,0.2,2.33
2023-11-22,0.0,0.22,1.86
2023-11-23,4.53,0.03,1.89
2023-11-24,10.23,0.1,4.58
2023-11-25,1.92,0.26,4.28
2023-11-26,14.82,0.14,8.91
2023-11-27,0.0,0.28,4.84
2023-11-28,0.91,0.25,3.02
2023-11-29,0.0,0.22,2.08
2023-11-30,0.0,0.07,1.68
2023-12-01,0.18,0.02,1.43
2023-12-02,2.25,0.23,1.35
2023-12-03,4.1,0.45,1.56
2023-12-04,4.06,0.15,3.28
2023-12-05,0.84,0.02,2.01
2023-12-06,0.56,0.37,1.69
2023-12-07,2.52,0.1,2.05
2023-12-08,6.28,0.0,3.39
2023-12-09,4.3,0.08,3.31
2023-12-10,0.71,0.41,3.04
2023-12-11,8.52,0.0,2.43
2023-12-12,1.42,0.03,3.37
2023-12-13,0.79,0.15,2.12
2023-12-14,0.0,0.22,1.71
2023-12-15,0.0,0.32,1.48
2023-12-16,0.0,0.05,1.43
2023-12-17,0.0,0.33,1.33
2023-12-18,8.55,0.1,1.84
2023-12-19,0.0,0.04,2.64
2023-12-20,2.43,0.37,2.07
2023-12-21,4.21,0.31,2.76
2023-12-22,0.0,0.53,1.83
2023-12-23,10.73,0.11,6.14
2023-12-24,6.42,0.0,5.64
2023-12-25,1.34,-0.0,4.55
2023-12-26,1.4,0.52,2.72
2023-12-27,0.0,0.56,2.06
2023-12-28,7.85,0.0,3.52
2023-12-29,0.0,0.2,2.92
2023-12-30,9.19,0.31,2.91
2023-12-31,15.8,0.06,13.0
2024-01-01,22.97,0.04,21.5
2024-01-02,13.19,0.0,20.2
2024-01-03,2.62,0.24,7.9
2024-01-04,6.05,0.08,6.21
2024-01-05,4.28,0.08,7.02
2024-01-06,0.0,0.2,3.61
2024-01-07,0.0,0.69,2.35
2024-01-08,0.0,0.77,1.96
2024-01-09,0.0,0.29,1.59
2024-01-10,0.0,0.3,1.38
2024-01-11,0.0,0.44,1.39
2024-01-12,0.0,0.32,1.46
2024-01-13,0.34,0.11,1.47
2024-01-14,0.35,0.11,1.4
2024-01-15,0.0,0.07,1.29
2024-01-16,5.47,0.12,1.28
2024-01-17,0.95,0.04,1.24
2024-01-18,0.22,0.01,1.11
2024-01-19,0.0,0.16,1.07
2024-01-20,1.86,0.71,1.32
2024-01-21,7.29,0.3,3.5
2024-01-22,2.81,0.0,2.25
2024-01-23,1.41,0.4,2.65
2024-01-24,0.81,0.14,1.87
2024-01-25,1.01,0.45,1.97
2024-01-26,0.25,0.24,1.58
2024-01-27,0.0,0.41,1.47
2024-01-28,0.03,0.36,1.36
2024-01-29,0.0,0.36,1.26
2024-01-30,0.0,0.62,1.21
2024-01-31,4.27,0.24,1.67
2024-02-01,0.0,0.38,1.34
2024-02-02,0.0,0.27,1.25
2024-02-03,0.72,0.11,1.26
2024-02-04,0.0,0.45,1.2
2024-02-05,0.85,0.7,1.11
2024-02-06,25.82,0.01,11.1
2024-02-07,14.4,0.02,8.24
2024-02-08,2.62,0.45,10.5
2024-02-09,3.32,0.26,4.51
2024-02-10,6.4,0.33,4.03
2024-02-11,0.68,0.17,3.43
2024-02-12,0.08,0.46,2.2
2024-02-13,3.04,0.17,2.35
2024-02-14,0.95,0.66,2.43
2024-02-15,1.3,0.15,2.05
2024-02-16,0.0,0.82,1.73
2024-02-17,2.76,0.02,1.96
2024-02-18,1.79,0.07,1.98
2024-02-19,0.0,0.5,1.81
2024-02-20,7.48,0.21,2.26
2024-02-21,3.3,0.26,4.12
2024-02-22,5.79,0.36,3.88
2024-02-23,1.39,0.66,2.97
2024-02-24,2.17,0.63,2.29
2024-02-25,20.13,0.01,9.66
2024-02-26,0.0,0.91,4.29
2024-02-27,0.03,0.5,2.49
2024-02-28,1.84,0.17,2.34
2024-02-29,14.37,0.32,3.86
2024-03-01,2.79,0.25,9.34
2024-03-02,4.43,0.12,4.88
2024-03-03,0.0,1.01,2.93
2024-03-04,0.84,0.31,2.37
2024-03-05,0.0,0.98,2.04
2024-03-06,0.0,1.21,1.81
2024-03-07,0.0,1.88,1.66
2024-03-08,0.26,1.54,1.56
2024-03-09,4.5,0.57,1.49
2024-03-10,14.07,0.16,5.67
2024-03-11,8.16,0.26,4.88
2024-03-12,0.07,0.6,5.29
2024-03-13,0.0,1.41,2.7
2024-03-14,2.88,0.85,2.91
2024-03-15,0.72,0.99,2.53
2024-03-16,2.48,0.44,2.09
2024-03-17,0.0,1.13,2.07
2024-03-18,0.0,1.64,1.72
2024-03-19,0.06,1.17,1.55
2024-03-20,0.07,1.06,1.4
2024-03-21,10.05,0.4,1.7
2024-03-22,1.79,1.22,3.03
2024-03-23,0.27,1.65,1.96
2024-03-24,0.03,1.79,1.61
2024-03-25,0.85,1.31,1.48
2024-03-26,2.03,1.39,1.56
2024-03-27,2.9,2.02,1.53
2024-03-28,0.42,1.98,1.26
2024-03-29,5.54,0.4,2.1
2024-03-30,3.15,1.27,1.73
2024-03-31,0.0,1.49,1.53
2024-04-01,2.92,0.59,1.36
2024-04-02,4.6,0.98,2.14
2024-04-03,7.46,1.67,3.65
2024-04-04,0.46,1.35,2.12
2024-04-05,0.0,2.72,1.67
2024-04-06,1.76,2.78,1.43
2024-04-07,2.58,1.66,1.39
2024-04-08,2.36,1.5,1.92
2024-04-09,0.03,2.38,1.23
2024-04-10,0.23,0.81,1.15
2024-04-11,0.0,2.22,1.09
2024-04-12,0.0,2.74,1.04
2024-04-13,0.0,1.69,0.95
2024-04-14,7.65,0.65,1.63
2024-04-15,5.25,1.06,1.83
2024-04-16,3.75,0.82,2.17
2024-04-17,0.23,2.24,1.74
2024-04-18,5.75,1.0,1.74
2024-04-19,2.69,1.24,1.61
2024-04-20,0.73,2.72,1.71
2024-04-21,1.06,2.04,1.52
2024-04-22,0.68,2.62,1.28
2024-04-23,5.21,1.36,1.6
2024-04-24,0.31,1.15,1.46
2024-04-25,3.6,0.93,1.57
2024-04-26,6.27,1.52,1.75
2024-04-27,0.04,1.49,1.7
2024-04-28,0.06,3.09,1.21
2024-04-29,0.13,1.99,1.12
2024-04-30,3.36,3.5,1.41
2024-05-01,1.68,0.97,1.13
2024-05-02,3.67,1.65,1.63
2024-05-03,1.07,1.86,1.21
2024-05-04,0.03,2.73,1.27
2024-05-05,6.69,1.08,1.34
2024-05-06,0.08,2.82,1.12
2024-05-07,0.0,0.93,0.989
2024-05-08,0.0,3.38,0.944
2024-05-09,0.0,3.5,0.866
2024-05-10,0.0,5.21,0.817
2024-05-11,0.0,4.5,0.783
2024-05-12,0.0,3.14,0.7
2024-05-13,0.96,2.1,0.742
2024-05-14,4.6,1.75,1.06
2024-05-15,9.93,1.15,1.8
2024-05-16,7.07,2.94,1.12
2024-05-17,4.16,2.29,2.42
2024-05-18,0.0,3.69,1.15
2024-05-19,0.0,3.26,0.961
2024-05-20,3.71,0.52,1.07
2024-05-21,0.37,2.37,1.02
2024-05-22,3.42,2.03,0.858
2024-05-23,6.9,1.55,1.56
2024-05-24,1.35,2.93,0.985
2024-05-25,13.46,2.01,1.53
2024-05-26,1.04,1.68,1.07
2024-05-27,2.28,1.45,0.94
2024-05-28,5.02,2.49,1.47
2024-05-29,0.22,2.42,0.908
2024-05-30,8.7,0.88,1.23
2024-05-31,3.89,0.35,1.73
2024-06-01,0.0,2.72,1.12
2024-06-02,0.0,2.14,0.887
2024-06-03,0.0,2.6,0.834
2024-06-04,0.22,3.18,0.721
2024-06-05,0.0,2.43,0.642
2024-06-06,0.0,3.28,0.592
2024-06-07,0.0,2.44,0.577
2024-06-08,0.0,4.59,0.552
2024-06-09,6.66,1.28,1.09
2024-06-10,7.65,2.24,0.988
2024-06-11,0.0,1.96,0.708
2024-06-12,0.0,3.47,0.609
2024-06-13,7.34,1.06,0.743
2024-06-14,3.49,2.13,1.25
2024-06-15,1.45,2.75,0.764
2024-06-16,1.76,3.32,0.675
2024-06-17,26.48,0.41,5.63
2024-06-18,0.17,3.47,3.74
2024-06-19,0.0,2.4,1.32
2024-06-20,9.2,0.86,2.71
2024-06-21,0.0,2.82,1.76
2024-06-22,0.0,4.35,1.07
2024-06-23,0.0,4.86,0.844
2024-06-24,0.0,5.73,0.717
2024-06-25,0.0,5.29,0.633
2024-06-26,0.0,4.37,0.558
2024-06-27,0.0,4.42,0.454
2024-06-28,3.73,3.82,0.523
2024-06-29,5.97,2.22,0.558
2024-06-30,0.0,1.94,0.617
2024-07-01,2.94,2.15,0.594
2024-07-02,3.89,1.4,0.639
2024-07-03,0.0,3.99,0.543
2024-07-04,1.07,1.04,0.482
2024-07-05,0.06,3.62,0.475
2024-07-06,0.08,1.86,0.413
2024-07-07,0.03,2.21,0.4
2024-07-08,18.69,2.23,1.88
2024-07-09,0.41,3.36,1.65
2024-07-10,0.0,3.65,0.594
2024-07-11,33.45,1.03,3.73
2024-07-12,0.1,3.08,1.34
2024-07-13,0.18,3.14,0.759
2024-07-14,0.65,2.78,0.622
2024-07-15,2.84,1.95,1.11
2024-07-16,0.0,2.51,0.636
2024-07-17,0.0,4.85,0.519
2024-07-18,0.0,4.36,0.46
2024-07-19,0.0,4.48,0.426
2024-07-20,0.0,2.3,0.394
2024-07-21,0.03,2.95,0.367
2024-07-22,4.33,1.31,0.476
2024-07-23,0.0,3.88,0.406
2024-07-24,1.74,1.97,0.359
2024-07-25,0.3,2.96,0.403
2024-07-26,0.03,2.49,0.347
2024-07-27,0.0,3.61,0.317
2024-07-28,0.0,4.94,0.298
2024-07-29,0.0,5.19,0.287
2024-07-30,5.9,3.17,0.387
2024-07-31,9.61,2.38,0.763
2024-08-01,5.82,2.77,0.398
2024-08-02,9.2,1.94,0.409
2024-08-03,2.63,2.13,1.39
2024-08-04,0.0,4.34,0.4
2024-08-05,0.0,3.93,0.337
2024-08-06,2.68,3.18,0.335
2024-08-07,0.0,3.07,0.282
2024-08-08,0.6,2.76,0.283
2024-08-09,0.03,4.17,0.267
2024-08-10,0.0,5.06,0.247
2024-08-11,0.0,4.53,0.237
2024-08-12,0.03,2.27,0.238
2024-08-13,0.03,2.57,0.238
2024-08-14,0.07,3.26,0.226
2024-08-15,6.93,0.77,0.336
2024-08-16,1.7,3.37,0.467
2024-08-17,0.08,2.64,0.272
2024-08-18,0.03,2.98,0.267
2024-08-19,16.93,1.01,1.12
2024-08-20,0.03,2.82,0.85
2024-08-21,0.0,3.63,0.301
2024-08-22,0.81,1.66,0.273
2024-08-23,2.51,1.43,0.273
2024-08-24,0.13,1.8,0.31
2024-08-25,0.04,2.79,0.255
2024-08-26,0.07,3.41,0.233
2024-08-27,0.1,3.5,0.229
2024-08-28,0.11,2.48,0.212
2024-08-29,0.37,2.35,0.219
2024-08-30,0.0,3.11,0.206
2024-08-31,0.0,3.42,0.198
2024-09-01,0.0,3.01,0.18
2024-09-02,10.44,0.51,0.346
2024-09-03,0.0,1.16,0.291
2024-09-04,0.2,0.85,0.238
2024-09-05,8.76,0.38,0.503
2024-09-06,4.38,1.85,0.337
2024-09-07,3.13,2.19,0.769
2024-09-08,5.69,1.29,0.932
2024-09-09,9.73,0.53,0.542
2024-09-10,9.57,1.84,2.16
2024-09-11,3.35,1.52,1.15
2024-09-12,0.42,1.08,0.535
2024-09-13,0.03,1.63,0.45
2024-09-14,0.03,1.58,0.373
2024-09-15,0.04,1.15,0.345
2024-09-16,0.0,2.0,0.339
2024-09-17,0.0,1.67,0.289
2024-09-18,0.0,2.36,0.295
2024-09-19,0.0,1.93,0.271
2024-09-20,0.03,1.76,0.285
2024-09-21,0.09,1.32,0.272
2024-09-22,6.16,1.05,0.465
2024-09-23,0.46,0.78,0.362
2024-09-24,16.56,1.41,0.709
2024-09-25,3.0,1.15,1.32
2024-09-26,4.62,0.34,0.94
2024-09-27,0.62,1.17,0.817
2024-09-28,0.07,0.95,0.467
2024-09-29,3.98,0.41,0.601
2024-09-30,1.16,0.72,0.619
2024-10-01,0.0,0.99,0.459
2024-10-02,0.03,1.25,0.404
2024-10-03,0.03,0.98,0.373
2024-10-04,0.07,0.8,0.36
2024-10-05,0.36,1.27,0.391
2024-10-06,0.24,0.97,0.398
2024-10-07,5.68,0.57,0.57
2024-10-08,12.48,0.21,0.822
2024-10-09,1.21,0.42,1.58
2024-10-10,2.34,0.58,0.687
2024-10-11,0.49,0.52,0.561
2024-10-12,0.0,0.42,0.508
2024-10-13,5.15,0.3,0.685
2024-10-14,0.3,0.59,0.638
2024-10-15,0.0,0.75,0.529
2024-10-16,4.15,0.52,0.481
2024-10-17,0.48,0.53,0.621
2024-10-18,1.38,0.6,0.504
2024-10-19,0.23,0.64,0.544
2024-10-20,16.94,0.27,1.43
2024-10-21,0.45,0.22,2.12
2024-10-22,0.0,0.43,0.94
2024-10-23,0.04,0.5,0.769
2024-10-24,0.0,0.58,0.685
2024-10-25,0.0,0.65,0.612
2024-10-26,0.58,0.5,0.572
2024-10-27,0.1,0.45,0.536
2024-10-28,1.0,0.31,0.572
2024-10-29,0.0,0.09,0.549
2024-10-30,0.0,0.46,0.516
2024-10-31,0.14,0.31,0.504
2024-11-01,0.12,0.27,0.493
2024-11-02,0.0,0.34,0.499
2024-11-03,0.0,0.55,0.497
2024-11-04,0.0,0.23,0.565
2024-11-05,0.39,0.02,0.486
2024-11-06,0.0,0.37,0.471
2024-11-07,0.0,0.28,0.471
2024-11-08,0.54,0.26,0.476
2024-11-09,0.0,0.04,0.476
2024-11-10,4.93,0.26,0.583
2024-11-11,3.91,0.28,1.31
2024-11-12,0.0,0.28,0.683
2024-11-13,0.54,0.32,0.616
2024-11-14,0.0,0.29,0.58
2024-11-15,0.03,0.46,0.565
2024-11-16,2.01,0.27,0.622
2024-11-17,1.74,0.32,0.615
2024-11-18,23.01,0.08,4.93
2024-11-19,1.93,0.18,3.06
2024-11-20,0.0,0.0,2.29
2024-11-21,0.03,0.25,1.25
2024-11-22,1.99,0.62,1.04
2024-11-23,0.65,1.79,1.17
2024-11-24,10.83,0.18,2.36
2024-11-25,5.25,0.03,2.18
2024-11-26,5.21,0.17,2.75
2024-11-27,0.06,0.04,1.93
2024-11-28,0.22,0.1,1.36
2024-11-29,0.0,0.41,1.14
2024-11-30,0.0,0.36,1.08
2024-12-01,1.27,0.15,0.998
2024-12-02,2.65,0.08,1.37
2024-12-03,0.1,0.24,0.992
2024-12-04,8.22,0.08,1.55
2024-12-05,2.04,0.49,4.46
2024-12-06,8.48,0.02,3.05
2024-12-07,7.2,0.0,5.96
2024-12-08,1.49,0.25,2.6
2024-12-09,0.0,0.32,1.83
2024-12-10,0.0,0.38,1.48
2024-12-11,0.0,0.29,1.3
2024-12-12,0.0,0.22,1.16
2024-12-13,1.15,0.03,1.13
2024-12-14,0.0,0.25,1.09
2024-12-15,0.15,0.23,1.05
2024-12-16,0.0,0.22,1.03
2024-12-17,0.52,0.34,1.01
2024-12-18,0.83,0.0,1.48
2024-12-19,0.3,0.15,1.11
2024-12-20,1.85,0.03,1.14
2024-12-21,5.11,0.09,1.48
2024-12-22,1.06,0.4,2.48
2024-12-23,0.85,0.23,1.61
2024-12-24,0.44,0.16,1.47
2024-12-25,0.0,0.0,1.28
2024-12-26,0.0,0.15,1.21
2024-12-27,0.15,0.14,1.12
2024-12-28,0.04,0.22,1.04
2024-12-29,0.28,0.22,1.01
2024-12-30,0.0,0.3,0.982
2024-12-31,10.44,0.38,1.14
2025-01-01,5.86,0.0,5.11
2025-01-02,0.07,0.09,2.11
2025-01-03,0.04,0.13,1.64
2025-01-04,20.29,0.02,7.43
2025-01-05,4.18,0.08,5.94
2025-01-06,4.72,0.0,4.31
2025-01-07,9.67,0.09,3.3
2025-01-08,8.81,0.0,6.21
2025-01-09,0.1,0.0,3.44
2025-01-10,0.25,0.15,2.15
2025-01-11,0.35,0.3,1.8
2025-01-12,0.19,0.0,1.75
2025-01-13,0.18,0.31,1.54
2025-01-14,1.37,0.41,1.74
2025-01-15,0.03,0.22,1.6
2025-01-16,0.0,0.2,1.43
2025-01-17,0.0,0.15,1.35
2025-01-18,0.0,0.2,1.28
2025-01-19,0.07,0.21,1.19
2025-01-20,0.0,0.15,1.13
2025-01-21,11.0,0.22,1.55
2025-01-22,0.86,0.26,3.58
2025-01-23,8.23,0.0,3.51
2025-01-24,13.6,0.14,11.2
2025-01-25,3.89,0.13,4.97
2025-01-26,3.48,0.43,4.87
2025-01-27,3.92,0.32,2.65
2025-01-28,3.17,0.23,3.19
2025-01-29,13.67,0.0,8.16
2025-01-30,0.04,0.29,4.01
2025-01-31,0.12,0.1,2.39
2025-02-01,0.13,0.16,1.97
2025-02-02,0.23,0.21,1.68
2025-02-03,0.0,0.31,1.56
2025-02-04,0.16,0.28,1.41
2025-02-05,0.0,0.58,1.33
2025-02-06,0.0,0.64,1.33
2025-02-07,0.36,0.44,1.23
2025-02-08,13.64,0.27,2.64
2025-02-09,7.01,0.11,2.13
2025-02-10,7.52,0.15,7.6
2025-02-11,0.03,0.17,3.19
2025-02-12,0.12,0.19,2.21
2025-02-13,0.0,0.21,1.81
2025-02-14,0.08,0.62,1.6
2025-02-15,0.0,0.58,1.48
2025-02-16,0.0,0.0,1.3
2025-02-17,0.0,0.82,1.23
2025-02-18,0.0,0.82,1.16
2025-02-19,0.03,0.44,1.12
2025-02-20,0.08,1.1,1.12
2025-02-21,2.59,0.0,1.17
2025-02-22,0.06,0.87,1.11
2025-02-23,0.43,0.51,1.07
2025-02-24,0.97,0.32,1.1
2025-02-25,2.77,0.45,1.12
2025-02-26,1.99,0.27,1.44
2025-02-27,1.92,0.43,1.66
2025-02-28,0.0,0.67,1.28
2025-03-01,0.03,0.81,1.15
2025-03-02,0.16,0.86,1.08
2025-03-03,0.17,0.93,1.02
2025-03-04,0.14,1.13,0.975
2025-03-05,0.03,1.57,0.946
2025-03-06,0.0,1.58,0.895
2025-03-07,0.0,1.7,0.866
2025-03-08,0.0,1.4,0.853
2025-03-09,0.0,0.99,0.84
2025-03-10,0.0,0.67,0.819
2025-03-11,0.15,0.55,0.771
2025-03-12,0.28,0.79,0.788
2025-03-13,0.04,1.07,0.745
2025-03-14,0.0,1.56,0.709
2025-03-15,0.0,1.64,0.696
2025-03-16,0.0,1.13,0.71
2025-03-17,0.0,2.42,0.668
2025-03-18,0.0,2.01,0.657
2025-03-19,0.06,1.73,0.624
2025-03-20,0.0,1.71,0.662
2025-03-21,0.16,1.23,0.671
2025-03-22,0.0,1.41,0.664
2025-03-23,0.0,0.99,0.612
2025-03-24,0.46,1.35,0.61
2025-03-25,0.07,0.96,0.626
2025-03-26,0.1,1.66,0.618
2025-03-27,1.16,0.67,0.628
2025-03-28,0.0,1.71,0.638
2025-03-29,0.03,2.03,0.61
2025-03-30,0.0,2.03,0.579
2025-03-31,0.0,3.67,0.582
2025-04-01,0.0,4.66,0.568
2025-04-02,0.0,3.34,0.538
2025-04-03,0.0,3.99,0.547
2025-04-04,0.0,3.13,0.55
2025-04-05,0.0,4.25,0.525
2025-04-06,0.0,3.13,0.507
2025-04-07,0.0,2.92,0.527
2025-04-08,0.0,1.5,0.501
2025-04-09,0.0,1.4,0.5
2025-04-10,0.0,1.64,0.506
2025-04-11,0.0,4.21,0.533
2025-04-12,4.54,1.02,0.64
2025-04-13,1.37,1.77,0.553
2025-04-14,0.79,1.44,0.546
2025-04-15,0.0,1.07,0.523
2025-04-16,0.0,1.7,0.511
2025-04-17,0.0,2.78,0.506
2025-04-18,0.0,3.75,0.496
2025-04-19,4.8,0.65,0.542
2025-04-20,0.04,0.87,0.54
2025-04-21,0.0,0.99,0.493
2025-04-22,1.09,0.57,0.508
2025-04-23,0.1,0.31,0.49
2025-04-24,0.0,1.51,0.489
2025-04-25,0.0,2.62,0.431
2025-04-26,0.04,1.95,0.432
2025-04-27,0.03,2.1,0.389
2025-04-28,0.0,3.58,0.375
2025-04-29,0.0,2.67,0.358
2025-04-30,0.0,3.15,0.344
2025-05-01,0.0,2.08,0.365
2025-05-02,0.23,0.68,0.284
2025-05-03,0.0,0.98,0.322
2025-05-04,0.0,1.92,0.321
2025-05-05,0.0,2.92,0.312
2025-05-06,0.0,1.29,0.304
2025-05-07,0.0,2.16,0.306
2025-05-08,0.0,5.78,0.28
2025-05-09,0.0,5.19,0.248
2025-05-10,0.0,4.4,0.266
2025-05-11,4.45,3.43,0.406
2025-05-12,0.0,2.47,0.828
2025-05-13,0.0,4.47,0.275
2025-05-14,0.0,1.73,0.251
2025-05-15,0.0,3.86,0.25
2025-05-16,0.0,3.26,0.243
2025-05-17,0.0,0.88,0.244
2025-05-18,0.0,4.27,0.244
2025-05-19,0.0,3.92,0.224
2025-05-20,0.0,2.72,0.228
2025-05-21,0.04,1.22,0.244
2025-05-22,0.0,2.91,0.241
2025-05-23,3.29,0.58,0.298
2025-05-24,1.51,2.08,0.338
2025-05-25,0.0,1.8,0.261
2025-05-26,12.66,0.58,0.582
2025-05-27,0.73,2.04,0.796
2025-05-28,0.23,0.94,0.297
2025-05-29,0.0,3.53,0.275
2025-05-30,0.0,3.39,0.242
2025-05-31,0.0,2.15,0.226
2025-06-01,0.23,2.33,0.217
2025-06-02,0.0,2.95,0.211
2025-06-03,1.36,1.72,0.23
2025-06-04,8.06,1.57,0.208
2025-06-05,0.94,2.43,0.53
2025-06-06,9.79,1.6,0.5
2025-06-07,0.0,2.9,0.592
2025-06-08,0.0,2.63,0.242
2025-06-09,0.0,1.67,0.232
2025-06-10,0.0,5.81,0.224
2025-06-11,0.0,5.44,0.203
2025-06-12,0.0,4.75,0.628
2025-06-13,2.96,2.49,0.331
2025-06-14,0.0,3.68,0.196
2025-06-15,0.03,4.36,0.182
2025-06-16,0.0,3.73,0.171
2025-06-17,0.0,4.57,0.163
2025-06-18,0.0,0.0,0.154
2025-06-19,0.0,3.3213794563279864,0.135
2025-06-20,0.0,3.317689616755793,0.125
2025-06-21,0.0,3.317047905525847,0.121
2025-06-22,0.14,3.264267156862745,0.117
2025-06-23,0.0,3.3353767825311937,0.118
2025-06-24,7.94,1.81,0.123
2025-06-25,6.69,1.65,0.572
2025-06-26,1.94,2.61,0.192
2025-06-27,0.0,2.39,0.144
2025-06-28,0.0,3.61,0.12
2025-06-29,0.0,4.96,0.106
2025-06-30,0.0,5.21,0.099
2025-07-01,0.35,2.9,0.091
2025-07-02,0.0,4.29,0.095
2025-07-03,0.0,4.04,0.101
2025-07-04,0.0,2.31,0.085
2025-07-05,57.07,0.74,0.897
2025-07-06,7.81,2.6,2.12
2025-07-07,4.92,3.13,0.495
2025-07-08,0.06,4.44,0.201
2025-07-09,0.0,4.07,0.146
2025-07-10,0.0,4.7,0.137
2025-07-11,0.0,4.42,0.127
2025-07-12,0.0,4.1,0.118
2025-07-13,0.11,3.35,0.105
2025-07-14,0.0,3.61,0.098
2025-07-15,0.04,3.22,0.1
2025-07-16,0.0,3.48,0.093
2025-07-17,0.0,4.61,0.089
2025-07-18,0.0,3.78,0.083
2025-07-19,15.24,0.42,0.2
2025-07-20,8.51,3.209495320855615,0.494
2025-07-21,0.31,3.1386697860962567,0.333
2025-07-22,0.0,3.0809692513368985,0.395
2025-07-23,0.0,2.63,0.233
2025-07-24,0.0,2.53,0.122
2025-07-25,0.0,3.66,0.1
2025-07-26,0.13,2.02,0.112
2025-07-27,0.0,3.74,0.123
2025-07-28,1.63,2.38,0.097
2025-07-29,0.0,3.14,0.125
2025-07-30,10.37,1.02,0.273
2025-07-31,3.44,3.27,0.541
2025-08-01,22.96,1.92,1.22
2025-08-02,0.51,3.35,0.23
2025-08-03,0.73,2.39,0.117
2025-08-04,0.19,3.15,0.104
2025-08-05,0.0,3.41,0.073
2025-08-06,0.0,3.22,0.072
2025-08-07,0.0,1.93,0.065
2025-08-08,0.0,4.11,0.067
2025-08-09,0.0,3.92,0.063
2025-08-10,0.0,5.19,0.055
2025-08-11,0.0,4.75,0.047
2025-08-12,0.0,2.96,0.049
2025-08-13,0.0,3.43,0.046
2025-08-14,0.0,3.59,0.044
2025-08-15,0.0,1.05,0.046
2025-08-16,0.0,3.8,0.052
2025-08-17,0.0,2.76,0.048
2025-08-18,0.0,3.81,0.043
2025-08-19,0.0,2.49,0.039
2025-08-20,0.0,2.92,0.036
2025-08-21,0.0,1.99,0.054
2025-08-22,0.0,2.44,0.036
2025-08-23,0.0,3.54,0.039
2025-08-24,0.0,2.95,0.039
2025-08-25,0.0,2.4,0.041
2025-08-26,0.0,1.96,0.041
2025-08-27,0.0,2.01,0.039
2025-08-28,2.99,0.95,0.093
2025-08-29,0.0,2.12,0.108
2025-08-30,2.23,1.11,0.098
2025-08-31,0.97,2.37,0.085
2025-09-01,0.0,2.0,0.056
2025-09-02,10.67,1.42,0.198
2025-09-03,0.12,1.45,0.322
2025-09-04,0.0,1.8,0.051
2025-09-05,0.0,2.18,0.048
2025-09-06,0.15,3.02,0.035
2025-09-07,0.0,1.62,0.03
2025-09-08,0.0,2.21,0.036
2025-09-09,1.26,1.61,0.12
2025-09-10,6.33,1.04,0.151
2025-09-11,2.74,1.58,0.147
2025-09-12,6.87,1.02,0.348
