,precipitation,potential_evapotranspiration,river_discharge
2021-09-06,0.0,2.72,0.198
2021-09-07,0.0,2.76,0.19
2021-09-08,0.05,1.91,0.202
2021-09-09,4.04,1.27,0.434
2021-09-10,0.37,1.03,0.782
2021-09-11,0.03,1.3,0.296
2021-09-12,0.0,2.11,0.264
2021-09-13,2.89,1.04,0.278
2021-09-14,0.0,1.01,0.314
2021-09-15,0.0,1.64,0.253
2021-09-16,0.03,1.6,0.221
2021-09-17,0.03,1.91,0.213
2021-09-18,0.0,1.2,0.206
2021-09-19,0.0,1.45,0.206
2021-09-20,0.0,1.88,0.19
2021-09-21,0.0,1.43,0.177
2021-09-22,0.03,1.41,0.189
2021-09-23,0.0,1.24,0.193
2021-09-24,0.03,1.64,0.201
2021-09-25,0.09,1.09,0.189
2021-09-26,3.97,0.13,0.357
2021-09-27,0.0,1.54,0.253
2021-09-28,8.34,0.81,0.478
2021-09-29,0.0,0.9,0.284
2021-09-30,5.52,0.71,0.32
2021-10-01,6.2,0.33,0.584
2021-10-02,36.14,0.32,6.09
2021-10-03,0.11,0.74,1.33
2021-10-04,9.12,0.27,1.75
2021-10-05,7.44,0.16,1.58
2021-10-06,0.03,1.16,1.16
2021-10-07,0.03,1.32,0.742
2021-10-08,0.0,1.0,0.619
2021-10-09,0.43,0.87,0.559
2021-10-10,0.0,0.76,0.516
2021-10-11,1.57,0.67,0.526
2021-10-12,1.22,0.74,0.535
2021-10-13,0.0,0.42,0.467
2021-10-14,0.08,0.49,0.464
2021-10-15,0.0,0.97,0.443
2021-10-16,0.0,0.78,0.407
2021-10-17,0.18,0.71,0.402
2021-10-18,0.63,0.25,0.415
2021-10-19,3.95,0.45,0.453
2021-10-20,4.42,0.15,1.22
2021-10-21,0.48,0.63,0.647
2021-10-22,0.36,0.63,0.535
2021-10-23,0.03,0.7,0.483
2021-10-24,3.01,0.4,0.494
2021-10-25,0.07,0.58,0.537
2021-10-26,0.0,0.26,0.47
2021-10-27,0.03,0.31,0.486
2021-10-28,0.86,0.2,0.492
2021-10-29,8.85,0.03,1.74
2021-10-30,5.41,0.02,1.97
2021-10-31,2.17,0.22,1.58
2021-11-01,1.61,0.31,1.06
2021-11-02,0.56,0.43,1.34
2021-11-03,0.77,0.38,1.63
2021-11-04,0.18,0.28,1.28
2021-11-05,0.07,0.41,0.937
2021-11-06,0.1,0.33,0.859
2021-11-07,0.0,0.31,0.758
2021-11-08,0.0,0.57,0.676
2021-11-09,0.0,0.51,0.668
2021-11-10,0.0,0.55,0.617
2021-11-11,0.0,0.37,0.615
2021-11-12,7.32,0.23,0.88
2021-11-13,0.73,0.12,0.729
2021-11-14,0.0,0.14,0.653
2021-11-15,0.0,0.18,0.655
2021-11-16,0.43,0.23,0.637
2021-11-17,0.1,0.34,0.599
2021-11-18,0.0,0.31,0.591
2021-11-19,0.14,0.35,0.614
2021-11-20,4.91,0.01,0.927
2021-11-21,0.06,0.13,0.741
2021-11-22,0.0,0.41,0.618
2021-11-23,0.0,0.16,0.648
2021-11-24,1.44,0.17,0.687
2021-11-25,4.43,0.1,1.09
2021-11-26,3.17,0.09,1.63
2021-11-27,7.6,0.1,2.07
2021-11-28,2.64,0.11,2.58
2021-11-29,2.81,0.19,1.88
2021-11-30,6.09,0.1,2.78
2021-12-01,5.79,0.0,3.82
2021-12-02,0.91,0.19,2.35
2021-12-03,5.19,0.0,3.0
2021-12-04,0.15,0.16,2.85
2021-12-05,8.8,0.23,2.64
2021-12-06,1.59,0.05,4.12
2021-12-07,0.0,0.0,2.53
2021-12-08,0.28,0.0,1.74
2021-12-09,32.08,0.11,8.89
2021-12-10,2.33,0.03,14.3
2021-12-11,1.56,0.19,5.45
2021-12-12,0.0,0.12,2.63
2021-12-13,0.03,0.24,2.0
2021-12-14,0.0,0.18,1.85
2021-12-15,0.0,0.1,1.54
2021-12-16,0.0,0.26,1.34
2021-12-17,0.03,0.19,1.29
2021-12-18,0.22,0.03,1.24
2021-12-19,0.0,0.35,1.18
2021-12-20,0.03,0.0,1.09
2021-12-21,0.07,0.2,1.03
2021-12-22,0.31,0.41,1.02
2021-12-23,1.01,0.24,1.02
2021-12-24,16.34,0.17,5.54
2021-12-25,1.83,0.12466052330022918,2.45
2021-12-26,2.33,0.1271662528647823,2.03
2021-12-27,12.41,0.06,7.67
2021-12-28,1.32,0.01,5.39
2021-12-29,0.3,0.06,2.72
2021-12-30,0.0,0.06,2.13
2021-12-31,0.0,0.1,1.72
2022-01-01,5.5,0.13,1.89
2022-01-02,10.09,0.0,4.07
2022-01-03,4.25,0.03,5.08
2022-01-04,0.2,0.27,3.72
2022-01-05,0.06,0.18,2.09
2022-01-06,2.14,0.05,2.02
2022-01-07,18.85,0.02,3.87
2022-01-08,0.68,0.0,10.4
2022-01-09,0.09,0.22,3.44
2022-01-10,0.0,0.14,2.03
2022-01-11,0.78,0.32,1.73
2022-01-12,0.0,0.07,1.58
2022-01-13,0.1,0.24,1.48
2022-01-14,0.0,0.16,1.42
2022-01-15,1.13,0.22,1.45
2022-01-16,0.0,0.19,1.33
2022-01-17,0.0,0.31,1.27
2022-01-18,0.95,0.04,1.22
2022-01-19,1.28,0.13,1.22
2022-01-20,0.19,0.34,1.17
2022-01-21,0.0,0.25,1.1
2022-01-22,0.0,0.22,1.07
2022-01-23,0.0,0.18,1.04
2022-01-24,0.09,0.25,0.967
2022-01-25,0.0,0.32,0.998
2022-01-26,2.36,0.0,1.07
2022-01-27,0.1,0.12,1.0
2022-01-28,0.1,0.3,0.995
2022-01-29,0.0,0.26,0.945
2022-01-30,3.26,0.8,1.19
2022-01-31,0.98,0.29,1.07
2022-02-01,0.43,0.3,1.14
2022-02-02,0.0,0.36,1.08
2022-02-03,2.41,0.13,1.2
2022-02-04,0.0,0.63,1.09
2022-02-05,20.55,0.1,6.43
2022-02-06,0.0,0.64,4.74
2022-02-07,0.3,0.32,2.14
2022-02-08,0.09,0.44,1.72
2022-02-09,2.74,0.15,1.65
2022-02-10,0.0,0.48,1.52
2022-02-11,0.04,0.8,1.33
2022-02-12,0.0,1.24,1.29
2022-02-13,0.66,0.95,1.22
2022-02-14,5.66,0.51,1.27
2022-02-15,3.22,0.56,2.64
2022-02-16,2.75,1.1,1.73
2022-02-17,1.25,1.32,1.91
2022-02-18,0.97,0.77,1.42
2022-02-19,9.17,0.33,1.89
2022-02-20,2.06,0.59,4.46
2022-02-21,0.52,0.4,2.7
2022-02-22,0.1,1.17,1.95
2022-02-23,3.6,0.55,2.06
2022-02-24,0.0,0.67,1.73
2022-02-25,0.1,1.07,1.38
2022-02-26,0.0,1.21,1.3
2022-02-27,0.0,1.43,1.17
2022-02-28,1.0,0.7,1.14
2022-03-01,0.0,1.03,1.06
2022-03-02,0.0,1.14,1.03
2022-03-03,0.0,1.15,0.938
2022-03-04,0.04,1.14,0.908
2022-03-05,0.0,1.44,0.866
2022-03-06,0.0,1.78,0.83
2022-03-07,0.0,1.65,0.816
2022-03-08,0.0,1.82,0.781
2022-03-09,0.0,1.78,0.752
2022-03-10,0.5,1.85,0.761
2022-03-11,0.0,1.2,0.749
2022-03-12,0.16,1.92,0.734
2022-03-13,0.03,1.28,0.669
2022-03-14,2.99,0.65,0.713
2022-03-15,0.0,0.55,0.704
2022-03-16,0.0,1.18,0.667
2022-03-17,0.03,2.63,0.622
2022-03-18,0.0,4.24,0.61
2022-03-19,1.04,0.51,0.646
2022-03-20,0.03,1.76,0.619
2022-03-21,0.0,2.17,0.6
2022-03-22,0.03,2.07,0.586
2022-03-23,0.0,2.35,0.573
2022-03-24,0.03,2.6,0.548
2022-03-25,0.0,3.03,0.554
2022-03-26,0.0,1.32,0.536
2022-03-27,0.0,1.81,0.561
2022-03-28,0.0,1.08,0.569
2022-03-29,0.0,1.26,0.573
2022-03-30,0.32,1.49,0.575
2022-03-31,3.71,0.78,0.702
2022-04-01,0.0,2.2,0.593
2022-04-02,0.04,1.35,0.556
2022-04-03,6.07,0.27,0.784
2022-04-04,2.27,0.72,0.896
2022-04-05,2.7,0.57,0.783
2022-04-06,3.03,2.84,1.11
2022-04-07,0.04,0.65,0.669
2022-04-08,0.03,2.56,0.623
2022-04-09,0.0,1.79,0.585
2022-04-10,0.0,3.12,0.562
2022-04-11,0.0,3.37,0.534
2022-04-12,0.2,1.21,0.512
2022-04-13,0.0,1.99,0.511
2022-04-14,0.03,2.69,0.493
2022-04-15,0.0,3.68,0.479
2022-04-16,0.0,3.52,0.469
2022-04-17,0.0,3.22,0.458
2022-04-18,0.0,3.05,0.436
2022-04-19,0.0,4.77,0.434
2022-04-20,0.0,5.02,0.411
2022-04-21,0.0,2.91,0.42
2022-04-22,0.0,4.18,0.416
2022-04-23,0.0,4.33,0.418
2022-04-24,0.29,1.55,0.463
2022-04-25,0.0,3.64,0.417
2022-04-26,0.03,3.27,0.374
2022-04-27,0.0,3.59,0.339
2022-04-28,0.0,2.42,0.343
2022-04-29,0.0,2.43,0.36
2022-04-30,0.0,2.37,0.375
2022-05-01,0.0,3.58,0.339
2022-05-02,0.0,2.74,0.326
2022-05-03,0.0,2.48,0.325
2022-05-04,1.92,1.14,0.399
2022-05-05,0.03,3.63,0.351
2022-05-06,0.16,2.74,0.328
2022-05-07,0.0,4.42,0.325
2022-05-08,0.0,4.19,0.309
2022-05-09,0.0,2.87,0.29
2022-05-10,0.0,4.14,0.282
2022-05-11,0.0,3.0,0.271
2022-05-12,0.0,2.64,0.267
2022-05-13,0.0,4.19,0.264
2022-05-14,0.0,5.12,0.242
2022-05-15,0.0,2.9,0.228
2022-05-16,0.0,4.64,0.226
2022-05-17,0.5,4.19,0.258
2022-05-18,33.57,1.62,3.86
2022-05-19,4.54,1.09,0.961
2022-05-20,0.0,3.38,0.447
2022-05-21,0.04,4.49,0.356
2022-05-22,7.38,0.55,0.646
2022-05-23,3.59,2.95,0.558
2022-05-24,0.0,2.99,0.377
2022-05-25,0.0,2.87,0.302
2022-05-26,0.13,4.14,0.291
2022-05-27,0.0,3.79,0.281
2022-05-28,1.6,2.63,0.303
2022-05-29,0.0,2.44,0.289
2022-05-30,0.47,3.29,0.278
2022-05-31,0.0,3.69,0.259
2022-06-01,0.0,5.43,0.241
2022-06-02,1.64,4.92,0.225
2022-06-03,5.66,5.66,0.24
2022-06-04,14.38,0.19,0.669
2022-06-05,0.0,2.43,0.331
2022-06-06,1.49,1.8,0.286
2022-06-07,13.78,1.3,1.46
2022-06-08,0.0,3.43,0.443
2022-06-09,0.0,2.31,0.281
2022-06-10,0.09,4.82,0.267
2022-06-11,0.0,4.98,0.242
2022-06-12,0.0,4.46,0.226
2022-06-13,0.0,5.98,0.22
2022-06-14,0.0,5.61,0.225
2022-06-15,0.0,5.72,0.227
2022-06-16,0.0,6.11,0.231
2022-06-17,0.0,5.29,0.235
2022-06-18,3.49,1.85,0.323
2022-06-19,0.13,4.71,0.294
2022-06-20,0.0,3.33,0.259
2022-06-21,0.03,6.62,0.239
2022-06-22,0.32,5.04,0.224
2022-06-23,11.61,2.52,1.22
2022-06-24,1.05,2.29,0.395
2022-06-25,0.0,4.62,0.275
2022-06-26,4.89,2.53,0.903
2022-06-27,0.0,5.01,0.362
2022-06-28,0.0,5.71,0.169
2022-06-29,14.62,0.42,1.03
2022-06-30,0.03,3.48,0.477
2022-07-01,0.0,5.35,0.215
2022-07-02,0.0,3.57,0.172
2022-07-03,0.0,4.13,0.168
2022-07-04,0.03,4.81,0.159
2022-07-05,0.0,3.88,0.144
2022-07-06,0.34,2.81,0.162
2022-07-07,0.0,5.52,0.149
2022-07-08,0.0,4.37,0.135
2022-07-09,0.0,5.36,0.123
2022-07-10,0.0,6.01,0.109
2022-07-11,0.0,4.95,0.097
2022-07-12,0.25,4.88,0.092
2022-07-13,1.48,4.58,0.136
2022-07-14,0.0,4.54,0.101
2022-07-15,0.0,5.86,0.091
2022-07-16,0.0,5.68,0.086
2022-07-17,0.0,5.47,0.084
2022-07-18,0.0,6.76,0.076
2022-07-19,2.21,1.45,0.116
2022-07-20,3.68,1.31,0.151
2022-07-21,0.93,2.6,0.124
2022-07-22,0.0,4.1,0.114
2022-07-23,0.0,6.04,0.093
2022-07-24,0.0,2.37,0.078
2022-07-25,0.0,2.26,0.085
2022-07-26,0.0,4.48,0.078
2022-07-27,0.0,4.72,0.073
2022-07-28,0.0,4.0,0.071
2022-07-29,0.0,3.15,0.067
2022-07-30,0.0,2.38,0.067
2022-07-31,0.37,3.16,0.072
2022-08-01,0.0,4.27,0.066
2022-08-02,0.0,4.82,0.052
2022-08-03,0.32,3.04,0.061
2022-08-04,0.0,3.72,0.061
2022-08-05,0.0,4.28,0.055
2022-08-06,0.0,5.28,0.049
2022-08-07,0.0,4.71,0.047
2022-08-08,0.0,5.58,0.046
2022-08-09,0.0,6.07,0.048
2022-08-10,0.0,6.38,0.047
2022-08-11,0.0,6.83,0.048
2022-08-12,0.0,5.47,0.041
2022-08-13,0.0,3.37,0.04
2022-08-14,0.0,3.78,0.048
2022-08-15,3.72,2.27,0.042
2022-08-16,8.58,1.17,0.628
2022-08-17,0.0,3.01,0.151
2022-08-18,0.24,1.63,0.083
2022-08-19,0.0,3.18,0.075
2022-08-20,0.0,2.48,0.056
2022-08-21,0.08,3.25,0.051
2022-08-22,0.0,3.24,0.05
2022-08-23,0.0,3.09,0.049
2022-08-24,0.0,3.52,0.049
2022-08-25,0.0,2.32,0.044
2022-08-26,0.0,3.1,0.044
2022-08-27,0.0,5.01,0.046
2022-08-28,0.0,4.37,0.047
2022-08-29,0.0,4.32,0.039
2022-08-30,0.0,3.9,0.04
2022-08-31,0.0,3.63,0.04
2022-09-01,0.0,2.34,0.033
2022-09-02,1.22,2.32,0.042
2022-09-03,0.0,2.86,0.038
2022-09-04,5.6,1.85,0.098
2022-09-05,7.06,2.16,0.251
2022-09-06,0.42,1.98,0.233
2022-09-07,6.19,1.5,0.198
2022-09-08,0.72,1.03,0.287
2022-09-09,0.99,2.01,0.171
2022-09-10,0.0,1.78,0.106
2022-09-11,0.03,2.54,0.057
2022-09-12,0.42,0.66,0.053
2022-09-13,8.39,0.22,0.389
2022-09-14,0.03,2.0,0.123
2022-09-15,13.45,0.9,0.341
2022-09-16,19.24,1.16,1.64
2022-09-17,0.65,1.58,0.401
2022-09-18,0.16,1.79,0.173
2022-09-19,0.03,1.0,0.101
2022-09-20,0.03,1.86,0.088
2022-09-21,0.06,1.91,0.106
2022-09-22,2.43,0.96,0.077
2022-09-23,8.64,0.92,0.535
2022-09-24,0.06,1.45,0.208
2022-09-25,10.85,0.35,0.587
2022-09-26,11.95,1.05,1.21
2022-09-27,3.57,1.39,0.76
2022-09-28,0.1,1.0,0.224
2022-09-29,6.11,1.23,0.147
2022-09-30,9.4,1.0,1.48
2022-10-01,13.29,0.25,1.19
2022-10-02,0.06,1.06,0.389
2022-10-03,0.09,1.22,0.245
2022-10-04,0.38,0.77,0.225
2022-10-05,0.03,0.87,0.208
2022-10-06,0.03,1.08,0.183
2022-10-07,0.05,0.96,0.175
2022-10-08,0.1,1.06,0.171
2022-10-09,0.0,0.6,0.173
2022-10-10,0.03,1.02,0.158
2022-10-11,0.03,0.88,0.177
2022-10-12,0.96,0.39,0.19
2022-10-13,1.48,0.67,0.223
2022-10-14,0.43,0.56,0.221
2022-10-15,0.17,0.72,0.209
2022-10-16,11.08,0.31,0.903
2022-10-17,0.0,0.56,0.288
2022-10-18,0.0,0.65,0.238
2022-10-19,0.47,0.49,0.204
2022-10-20,0.0,0.63,0.202
2022-10-21,0.0,0.49,0.169
2022-10-22,1.45,0.66,0.167
2022-10-23,6.5,0.64,0.707
2022-10-24,0.0,0.39,0.808
2022-10-25,0.0,0.56,0.243
2022-10-26,0.0,0.37,0.179
2022-10-27,0.0,0.48,0.16
2022-10-28,0.0,0.8,0.145
2022-10-29,0.0,0.32,0.163
2022-10-30,0.33,0.3,0.141
2022-10-31,2.14,0.68,0.167
2022-11-01,0.06,0.46,0.202
2022-11-02,4.43,0.42,0.202
2022-11-03,1.09,0.19,0.39
2022-11-04,0.38,0.39,0.311
2022-11-05,6.15,0.19,0.412
2022-11-06,0.07,0.43,0.381
2022-11-07,0.0,0.53,0.209
2022-11-08,0.03,0.0,0.192
2022-11-09,0.0,0.08,0.188
2022-11-10,0.0,0.32,0.174
2022-11-11,0.07,0.22,0.167
2022-11-12,0.06,0.18,0.179
2022-11-13,0.23,0.3,0.185
2022-11-14,5.08,0.07,0.27
2022-11-15,15.35,0.0,0.485
2022-11-16,1.84,0.0,2.16
2022-11-17,0.13,0.12,0.459
2022-11-18,3.05,0.24,0.47
2022-11-19,1.68,0.04,0.413
2022-11-20,3.81,0.03,0.393
2022-11-21,0.4,0.18,0.579
2022-11-22,4.43,0.0,0.607
2022-11-23,1.29,0.03,0.486
2022-11-24,5.28,0.0,0.84
2022-11-25,0.2,0.09,0.419
2022-11-26,9.09,0.06,0.755
2022-11-27,2.49,0.08,1.21
2022-11-28,0.12,0.28,0.549
2022-11-29,0.0,0.3,0.434
2022-11-30,0.0,0.01,0.386
2022-12-01,0.07,0.3,0.37
2022-12-02,0.0,0.52,0.35
2022-12-03,0.0,0.32,0.333
2022-12-04,5.68,0.21,0.495
2022-12-05,0.0,0.1,0.42
2022-12-06,2.3,0.17,0.434
2022-12-07,1.17,0.02,0.431
2022-12-08,0.13,0.21,0.413
2022-12-09,0.0,0.21,0.369
2022-12-10,0.0,0.13,0.347
2022-12-11,0.0,0.0,0.34
2022-12-12,0.08,0.06,0.325
2022-12-13,0.0,0.02,0.326
2022-12-14,0.03,0.0,0.299
2022-12-15,0.09,0.0,0.283
2022-12-16,0.03,0.0,0.268
2022-12-17,3.95,0.17,0.255
2022-12-18,5.8,0.36,1.12
2022-12-19,18.38,0.0,1.96
2022-12-20,2.97,0.0,2.67
2022-12-21,7.96,0.1,2.74
2022-12-22,10.5,0.0,3.3
2022-12-23,5.1,0.0,2.65
2022-12-24,12.6,0.05,2.4
2022-12-25,0.89,0.0,3.59
2022-12-26,0.06,0.06,1.61
2022-12-27,4.23,0.08,1.29
2022-12-28,2.15,0.21,1.58
2022-12-29,4.7,0.0,1.7
2022-12-30,12.27,0.46,4.21
2022-12-31,2.53,0.42,1.71
2023-01-01,4.11,0.0,1.97
2023-01-02,2.38,0.16,1.55
2023-01-03,3.97,0.0,2.46
2023-01-04,0.52,0.0,2.03
2023-01-05,3.47,0.04,1.74
2023-01-06,0.82,0.42,1.65
2023-01-07,2.58,0.16,1.38
2023-01-08,3.19,0.01,1.75
2023-01-09,4.65,0.06,1.98
2023-01-10,11.9,0.11,2.19
2023-01-11,18.12,0.0,11.7
2023-01-12,0.05,0.27,6.17
2023-01-13,8.12,0.0,4.62
2023-01-14,6.49,0.06,4.32
2023-01-15,9.2,0.03,7.22
2023-01-16,0.28,0.0,4.12
2023-01-17,0.22,0.13,2.16
2023-01-18,0.04,0.16,1.67
2023-01-19,3.52,0.2,1.5
2023-01-20,0.07,0.0,1.44
2023-01-21,0.03,0.34,1.23
2023-01-22,0.0,0.4,1.13
2023-01-23,0.0,0.42,1.06
2023-01-24,0.14,0.24,1.01
2023-01-25,3.63,0.49,1.22
2023-01-26,0.0,0.59,1.07
2023-01-27,0.0,0.39,0.949
2023-01-28,0.0,0.41,0.895
2023-01-29,0.08,0.47,0.874
2023-01-30,0.35,0.16,0.818
2023-01-31,0.0,0.7,0.761
2023-02-01,0.07,0.58,0.732
2023-02-02,0.0,0.49,0.709
2023-02-03,0.85,0.28,0.733
2023-02-04,0.7,0.69,0.743
2023-02-05,0.03,0.26,0.687
2023-02-06,0.03,0.26,0.672
2023-02-07,0.03,0.45,0.652
2023-02-08,0.0,0.57,0.641
2023-02-09,0.0,0.34,0.622
2023-02-10,0.0,0.33,0.625
2023-02-11,0.0,0.61,0.608
2023-02-12,0.0,0.36,0.594
2023-02-13,0.03,0.37,0.583
2023-02-14,0.04,0.55,0.581
2023-02-15,0.31,0.58,0.578
2023-02-16,0.0,0.58,0.551
2023-02-17,0.24,0.38,0.548
2023-02-18,0.0,0.5,0.535
2023-02-19,0.0,0.44,0.508
2023-02-20,0.07,0.21,0.523
2023-02-21,1.37,0.27,0.533
2023-02-22,0.58,0.48,0.584
2023-02-23,1.15,0.46,0.538
2023-02-24,0.45,0.96,0.568
2023-02-25,0.0,1.74,0.494
2023-02-26,0.0,1.36,0.463
2023-02-27,0.0,1.45,0.46
2023-02-28,0.04,1.31,0.519
2023-03-01,0.0,1.13,0.506
2023-03-02,0.0,0.89,0.455
2023-03-03,0.12,0.63,0.454
2023-03-04,0.62,0.35,0.507
2023-03-05,2.49,0.9,0.507
2023-03-06,10.09,0.11,1.29
2023-03-07,19.2,0.25,2.2
2023-03-08,21.9,0.19,5.14
2023-03-09,2.66,0.08,10.3
2023-03-10,0.11,0.88,4.29
2023-03-11,1.98,1.04,2.31
2023-03-12,1.14,1.71,1.96
2023-03-13,9.45,0.12,3.07
2023-03-14,1.21,1.22,3.14
2023-03-15,0.13,2.32,1.99
2023-03-16,0.68,1.49,1.52
2023-03-17,2.02,1.25,1.32
2023-03-18,0.25,0.33,1.26
2023-03-19,0.0,0.83,1.07
2023-03-20,0.61,0.67,1.06
2023-03-21,1.4,0.48,1.04
2023-03-22,7.06,0.82,1.57
2023-03-23,7.62,1.17,1.69
2023-03-24,1.76,1.32,1.72
2023-03-25,10.79,0.22,3.45
2023-03-26,1.01,1.3,2.59
2023-03-27,1.16,1.36,1.71
2023-03-28,0.0,1.6,1.54
2023-03-29,1.42,1.5,1.31
2023-03-30,15.77,0.11,3.07
2023-03-31,9.58,0.27,7.19
2023-04-01,0.43,0.58,4.24
2023-04-02,0.13,3.05,2.26
2023-04-03,0.0,2.56,1.73
2023-04-04,0.2,2.33,1.41
2023-04-05,4.18,0.36,1.55
2023-04-06,3.98,0.94,1.4
2023-04-07,0.0,1.09,1.16
2023-04-08,0.13,2.54,1.09
2023-04-09,2.0,0.84,1.13
2023-04-10,3.05,1.7,1.12
2023-04-11,7.14,2.08,1.93
2023-04-12,4.73,2.29,2.32
2023-04-13,0.0,2.27,1.36
2023-04-14,4.27,3.04,1.35
2023-04-15,0.0,2.46,1.07
2023-04-16,0.0,1.0,0.996
2023-04-17,0.0,3.0,0.92
2023-04-18,0.0,4.02,0.869
2023-04-19,0.0,0.99,0.83
2023-04-20,9.06,1.82,1.11
2023-04-21,4.48,0.77,1.61
2023-04-22,0.99,0.83,1.14
2023-04-23,4.81,1.55,1.63
2023-04-24,0.59,2.36,1.12
2023-04-25,0.04,2.5,0.939
2023-04-26,0.49,2.58,0.871
2023-04-27,4.84,0.75,1.34
2023-04-28,0.0,1.3,0.934
2023-04-29,0.06,2.89,0.842
2023-04-30,0.0,2.3,0.772
2023-05-01,0.0,3.37,0.72
2023-05-02,0.0,4.21,0.683
2023-05-03,0.55,3.48,0.672
2023-05-04,7.02,1.72,0.826
2023-05-05,0.03,2.13,0.677
2023-05-06,14.22,0.94,1.76
2023-05-07,0.0,1.1,1.25
2023-05-08,14.04,0.29,2.25
2023-05-09,1.91,1.66,2.35
2023-05-10,0.04,1.5,1.73
2023-05-11,12.51,1.24,3.44
2023-05-12,0.0,3.32,2.14
2023-05-13,0.0,3.21,1.4
2023-05-14,3.31,0.56,1.45
2023-05-15,0.03,3.32,1.16
2023-05-16,0.0,3.95,0.911
2023-05-17,0.0,4.04,0.783
2023-05-18,0.04,4.21,0.69
2023-05-19,0.0,4.69,0.613
2023-05-20,0.0,2.14,0.585
2023-05-21,0.0,1.45,0.565
2023-05-22,0.0,2.91,0.535
2023-05-23,0.0,3.25,0.494
2023-05-24,0.0,4.36,0.471
2023-05-25,0.0,5.49,0.443
2023-05-26,0.0,5.27,0.425
2023-05-27,0.0,5.39,0.412
2023-05-28,0.0,4.88,0.388
2023-05-29,0.0,5.09,0.375
2023-05-30,0.0,5.93,0.366
2023-05-31,0.0,4.88,0.371
2023-06-01,0.04,4.8,0.372
2023-06-02,0.0,7.12,0.374
2023-06-03,0.0,6.61,0.332
2023-06-04,0.0,5.03,0.329
2023-06-05,0.0,4.82,0.331
2023-06-06,0.0,4.14,0.339
2023-06-07,0.0,5.62,0.326
2023-06-08,0.0,6.89,0.315
2023-06-09,0.0,5.86,0.309
2023-06-10,0.78,5.01,0.4
2023-06-11,0.0,6.49,0.358
2023-06-12,0.0,6.84,0.288
2023-06-13,0.0,6.59,0.296
2023-06-14,0.0,6.25,0.289
2023-06-15,0.0,4.66,0.291
2023-06-16,0.17,3.17,0.289
2023-06-17,3.74,2.48,0.351
2023-06-18,0.15,4.34,0.325
2023-06-19,37.87,3.04,1.37
2023-06-20,1.07,4.99,0.749
2023-06-21,5.67,1.27,0.561
2023-06-22,2.31,3.68,0.357
2023-06-23,0.06,5.75,0.209
2023-06-24,0.0,6.61,0.188
2023-06-25,0.0,3.68,0.155
2023-06-26,0.0,3.66,0.154
2023-06-27,0.0,1.97,0.162
2023-06-28,1.0,1.96,0.175
2023-06-29,0.0,3.74,0.173
2023-06-30,1.97,1.38,0.205
2023-07-01,0.0,3.24,0.164
2023-07-02,2.12,3.38,0.134
2023-07-03,3.02,2.17,0.133
2023-07-04,1.85,3.6,0.299
2023-07-05,0.03,3.57,0.158
2023-07-06,0.0,5.73,0.124
2023-07-07,0.0,4.92,0.097
2023-07-08,1.34,2.28,0.122
2023-07-09,0.0,4.59,0.137
2023-07-10,0.0,5.08,0.092
2023-07-11,3.21,4.18,0.204
2023-07-12,0.66,3.78,0.154
2023-07-13,0.0,4.1,0.148
2023-07-14,1.16,3.92,0.109
2023-07-15,0.33,2.37,0.106
2023-07-16,0.18,3.68,0.094
2023-07-17,0.0,4.75,0.084
2023-07-18,3.33,2.13,0.092
2023-07-19,3.77,1.86,0.298
2023-07-20,0.0,3.81,0.224
2023-07-21,0.45,2.53,0.101
2023-07-22,28.58,1.42,1.06
2023-07-23,17.43,2.63,2.67
2023-07-24,1.5,3.42,0.408
2023-07-25,0.96,3.32,0.199
2023-07-26,15.32,0.67,0.992
2023-07-27,0.46,2.25,0.551
2023-07-28,0.44,2.46,0.266
2023-07-29,8.01,2.61,0.437
2023-07-30,13.31,0.84,1.06
2023-07-31,0.0,2.81,0.873
2023-08-01,14.03,3.03,0.96
2023-08-02,5.68,1.9,1.99
2023-08-03,4.28,2.88,0.467
2023-08-04,10.75,1.03,0.463
2023-08-05,13.6,1.56,2.82
2023-08-06,0.13,3.12,0.696
2023-08-07,3.84,1.59,0.463
2023-08-08,0.53,4.47,0.618
2023-08-09,0.09,4.72,0.304
2023-08-10,0.21,2.41,0.253
2023-08-11,9.29,4.08,1.04
2023-08-12,0.0,2.65,0.331
2023-08-13,0.0,4.79,0.262
2023-08-14,0.0,2.75,0.216
2023-08-15,0.0,3.7,0.218
2023-08-16,0.0,1.97,0.197
2023-08-17,0.0,2.27,0.198
2023-08-18,0.0,2.68,0.189
2023-08-19,0.0,4.19,0.155
2023-08-20,0.0,4.0,0.134
2023-08-21,0.03,2.93,0.148
2023-08-22,0.0,4.01,0.137
2023-08-23,7.72,0.89,0.355
2023-08-24,0.0,0.91,0.759
2023-08-25,0.35,1.48,0.269
2023-08-26,1.55,2.44,0.257
2023-08-27,0.0,2.01,0.15
2023-08-28,0.0,1.83,0.172
2023-08-29,8.08,2.53,0.372
2023-08-30,0.12,1.47,0.541
2023-08-31,29.57,1.02,5.16
2023-09-01,0.0,2.55,0.921
2023-09-02,0.04,2.61,0.441
2023-09-03,0.03,2.69,0.322
2023-09-04,0.0,3.12,0.277
2023-09-05,0.03,3.3,0.229
2023-09-06,0.03,3.07,0.214
2023-09-07,0.03,2.81,0.193
2023-09-08,0.03,2.93,0.172
2023-09-09,0.0,3.05,0.181
2023-09-10,0.0,1.87,0.161
